prefecture-level city,Prefecture level city code,year,province,Local general public budget expenditures_Ten thousand yuan_Citywide,Education expenditure_Ten thousand yuan_Citywide,education level spending
Suzhou City,320500,2003,Jiangsu Province,1835976,218155,0.11882236
Suzhou City,320500,2004,Jiangsu Province,2331312,260083,0.11156079
Suzhou City,320500,2005,Jiangsu Province,3352789,317118,0.09458335
Suzhou City,320500,2006,Jiangsu Province,3861990,399004,0.10331565
Suzhou City,320500,2007,Jiangsu Province,4969424,726884,0.14627128
Suzhou City,320500,2008,Jiangsu Province,6223668,862274,0.13854756
Suzhou City,320500,2009,Jiangsu Province,6867778,1024853,0.14922629
Suzhou City,320500,2010,Jiangsu Province,8256650,1231148,0.14910987
Suzhou City,320500,2011,Jiangsu Province,10026263,1512669,0.15087067
Suzhou City,320500,2012,Jiangsu Province,11134678,1806986,0.16228453
Suzhou City,320500,2013,Jiangsu Province,12126837,1960726,0.16168486
Suzhou City,320500,2014,Jiangsu Province,13048293,2040512,0.15638153
Suzhou City,320500,2015,Jiangsu Province,15271700,2305600,0.15097206
Suzhou City,320500,2016,Jiangsu Province,16171100,2623200,0.16221531
Suzhou City,320500,2017,Jiangsu Province,17714698,2995668,0.16910635
Suzhou City,320500,2018,Jiangsu Province,19527090,3129530,0.16026607
Suzhou City,320500,2019,Jiangsu Province,21414500,3491874,0.1630612
Suzhou City,320500,2020,Jiangsu Province,22635089,3850201,0.17009878
Suzhou City,320500,2021,Jiangsu Province,25837046,4191879,0.16224297
Nantong city,320600,2003,Jiangsu Province,620379,112993,0.18213544
Nantong city,320600,2004,Jiangsu Province,756486,138446,0.18301198
Nantong city,320600,2005,Jiangsu Province,895895,141247,0.15766022
Nantong city,320600,2006,Jiangsu Province,1126224,163992,0.14561224
Nantong city,320600,2007,Jiangsu Province,1477089,336445,0.22777571
Nantong city,320600,2008,Jiangsu Province,1962186,412742,0.21034805
Nantong city,320600,2009,Jiangsu Province,2374668,505138,0.21271942
Nantong city,320600,2010,Jiangsu Province,3167489,650342,0.20531784
Nantong city,320600,2011,Jiangsu Province,4194492,890330,0.2122617
Nantong city,320600,2012,Jiangsu Province,5130055,1137909,0.22181224
Nantong city,320600,2013,Jiangsu Province,5764110,1323743,0.22965263
Nantong city,320600,2014,Jiangsu Province,6495797,1418762,0.21841231
Nantong city,320600,2015,Jiangsu Province,7489700,1643600,0.21944804
Nantong city,320600,2016,Jiangsu Province,7492200,1548735,0.20671298
Nantong city,320600,2017,Jiangsu Province,8100804,1529899,0.18885767
Nantong city,320600,2018,Jiangsu Province,8771843,1483343,0.16910278
Nantong city,320600,2019,Jiangsu Province,9726400,1720700,0.17691026
Nantong city,320600,2020,Jiangsu Province,10806246,1917646,0.17745719
Nantong city,320600,2021,Jiangsu Province,11222232,1897358,0.16907136
Lianyungang City,320700,2003,Jiangsu Province,279784,57497,0.20550496
Lianyungang City,320700,2004,Jiangsu Province,324841,63711,0.1961298
Lianyungang City,320700,2005,Jiangsu Province,458548,78578,0.17136265
Lianyungang City,320700,2006,Jiangsu Province,576435,93873,0.16285097
Lianyungang City,320700,2007,Jiangsu Province,806647,185279,0.22969031
Lianyungang City,320700,2008,Jiangsu Province,1064297,197937,0.1859791
Lianyungang City,320700,2009,Jiangsu Province,1403077,234909,0.16742417
Lianyungang City,320700,2010,Jiangsu Province,2027515,307053,0.15144302
Lianyungang City,320700,2011,Jiangsu Province,2746339,426521,0.1553053
Lianyungang City,320700,2012,Jiangsu Province,3125474,574042,0.18366558
Lianyungang City,320700,2013,Jiangsu Province,3623814,633468,0.17480699
Lianyungang City,320700,2014,Jiangsu Province,3759482,665801,0.17709913
Lianyungang City,320700,2015,Jiangsu Province,4259200,744600,0.17482156
Lianyungang City,320700,2016,Jiangsu Province,3731200,737600,0.19768439
Lianyungang City,320700,2017,Jiangsu Province,3905576,757669,0.19399674
Lianyungang City,320700,2018,Jiangsu Province,4195660,820080,0.19545912
Lianyungang City,320700,2019,Jiangsu Province,4660300,862800,0.1851383
Lianyungang City,320700,2020,Jiangsu Province,5016895,934872,0.18634474
Lianyungang City,320700,2021,Jiangsu Province,5341827,990601,0.18544236
Huaian city,320800,2003,Jiangsu Province,328692,63727,0.19388059
Huaian city,320800,2004,Jiangsu Province,396069,70636,0.17834266
Huaian city,320800,2005,Jiangsu Province,494328,94113,0.19038574
Huaian city,320800,2006,Jiangsu Province,621590,114020,0.18343281
Huaian city,320800,2007,Jiangsu Province,836478,189358,0.22637535
Huaian city,320800,2008,Jiangsu Province,1142941,231167,0.20225628
Huaian city,320800,2009,Jiangsu Province,1482720,270033,0.18212002
Huaian city,320800,2010,Jiangsu Province,20615112,365738,0.01774126
Huaian city,320800,2011,Jiangsu Province,2966772,532351,0.17943779
Huaian city,320800,2012,Jiangsu Province,3398581,667318,0.19635195
Huaian city,320800,2013,Jiangsu Province,3850537,732505,0.1902345
Huaian city,320800,2014,Jiangsu Province,4316544,706174,0.16359708
Huaian city,320800,2015,Jiangsu Province,5124700,787600,0.15368705
Huaian city,320800,2016,Jiangsu Province,4834700,778300,0.16098207
Huaian city,320800,2017,Jiangsu Province,4523140,856931,0.18945489
Huaian city,320800,2018,Jiangsu Province,4867707,798122,0.16396262
Huaian city,320800,2019,Jiangsu Province,5291500,843200,0.1593499
Huaian city,320800,2020,Jiangsu Province,5682476,868824,0.15289532
Huaian city,320800,2021,Jiangsu Province,6129119,948625,0.15477347
Yancheng City,320900,2003,Jiangsu Province,443298,135881,0.30652293
Yancheng City,320900,2004,Jiangsu Province,546344,161315,0.29526269
Yancheng City,320900,2005,Jiangsu Province,706144,184202,0.26085614
Yancheng City,320900,2006,Jiangsu Province,858896,201527,0.23463493
Yancheng City,320900,2007,Jiangsu Province,1171809,311295,0.26565336
Yancheng City,320900,2008,Jiangsu Province,1536538,335318,0.21822955
Yancheng City,320900,2009,Jiangsu Province,2065341,375442,0.18178209
Yancheng City,320900,2010,Jiangsu Province,2918950,492444,0.16870587
Yancheng City,320900,2011,Jiangsu Province,4072205,780561,0.19168018
Yancheng City,320900,2012,Jiangsu Province,4734763,936002,0.19768719
Yancheng City,320900,2013,Jiangsu Province,5556174,1046605,0.18836793
Yancheng City,320900,2014,Jiangsu Province,6032064,1039544,0.17233637
Yancheng City,320900,2015,Jiangsu Province,7463100,1273700,0.17066635
Yancheng City,320900,2016,Jiangsu Province,7303300,1297600,0.17767311
Yancheng City,320900,2017,Jiangsu Province,7482814,1347881,0.18013023
Yancheng City,320900,2018,Jiangsu Province,8400801,1386210,0.16500927
Yancheng City,320900,2019,Jiangsu Province,8775200,1458900,0.16625262
Yancheng City,320900,2020,Jiangsu Province,9736039,1449956,0.14892668
Yancheng City,320900,2021,Jiangsu Province,10531655,1517966,0.14413366
Yangzhou,321000,2003,Jiangsu Province,401777,84230,0.20964366
Yangzhou,321000,2004,Jiangsu Province,492246,99824,0.20279291
Yangzhou,321000,2005,Jiangsu Province,622208,118686,0.19074972
Yangzhou,321000,2006,Jiangsu Province,756396,126124,0.16674335
Yangzhou,321000,2007,Jiangsu Province,967100,201874,0.2087416
Yangzhou,321000,2008,Jiangsu Province,1264575,239442,0.18934583
Yangzhou,321000,2009,Jiangsu Province,1590064,293208,0.18440012
Yangzhou,321000,2010,Jiangsu Province,2016767,363446,0.18021219
Yangzhou,321000,2011,Jiangsu Province,2643735,468119,0.17706729
Yangzhou,321000,2012,Jiangsu Province,2848023,550448,0.19327372
Yangzhou,321000,2013,Jiangsu Province,3192774,569767,0.17845516
Yangzhou,321000,2014,Jiangsu Province,3677273,653748,0.17778065
Yangzhou,321000,2015,Jiangsu Province,4427800,752900,0.1700393
Yangzhou,321000,2016,Jiangsu Province,4789700,847300,0.17690043
Yangzhou,321000,2017,Jiangsu Province,5076403,903569,0.17799395
Yangzhou,321000,2018,Jiangsu Province,5633867,933186,0.16563863
Yangzhou,321000,2019,Jiangsu Province,6119500,977500,0.15973527
Yangzhou,321000,2020,Jiangsu Province,6683001,1064683,0.15931211
Yangzhou,321000,2021,Jiangsu Province,6848256,1162065,0.16968773
Zhenjiang,321100,2003,Jiangsu Province,366636,64246,0.17523102
Zhenjiang,321100,2004,Jiangsu Province,441250,78703,0.17836374
Zhenjiang,321100,2005,Jiangsu Province,521789,83977,0.16094053
Zhenjiang,321100,2006,Jiangsu Province,650835,98267,0.15098604
Zhenjiang,321100,2007,Jiangsu Province,809523,154211,0.19049613
Zhenjiang,321100,2008,Jiangsu Province,965740,181077,0.18750078
Zhenjiang,321100,2009,Jiangsu Province,1213152,223628,0.18433634
Zhenjiang,321100,2010,Jiangsu Province,1590674,269899,0.16967587
Zhenjiang,321100,2011,Jiangsu Province,2029009,332776,0.16400913
Zhenjiang,321100,2012,Jiangsu Province,2352453,460060,0.19556608
Zhenjiang,321100,2013,Jiangsu Province,2862267,497099,0.17367318
Zhenjiang,321100,2014,Jiangsu Province,3118458,549167,0.1761021
Zhenjiang,321100,2015,Jiangsu Province,3487300,644400,0.18478479
Zhenjiang,321100,2016,Jiangsu Province,3629400,670500,0.18474128
Zhenjiang,321100,2017,Jiangsu Province,3866360,717570,0.18559317
Zhenjiang,321100,2018,Jiangsu Province,4084115,778968,0.19073116
Zhenjiang,321100,2019,Jiangsu Province,4662500,758400,0.16265952
Zhenjiang,321100,2020,Jiangsu Province,4988952,770008,0.15434264
Zhenjiang,321100,2021,Jiangsu Province,5429544,843362,0.15532833
Taizhou City,321200,2003,Jiangsu Province,406173,93896,0.23117243
Taizhou City,321200,2004,Jiangsu Province,494865,117285,0.23700403
Taizhou City,321200,2005,Jiangsu Province,626361,129634,0.20696372
Taizhou City,321200,2006,Jiangsu Province,778163,138056,0.1774127
Taizhou City,321200,2007,Jiangsu Province,1031457,220536,0.21381017
Taizhou City,321200,2008,Jiangsu Province,1254391,243926,0.19445771
Taizhou City,321200,2009,Jiangsu Province,1729288,293703,0.16984042
Taizhou City,321200,2010,Jiangsu Province,2157269,386163,0.17900549
Taizhou City,321200,2011,Jiangsu Province,2620216,429581,0.1639487
Taizhou City,321200,2012,Jiangsu Province,3009003,583656,0.1939699
Taizhou City,321200,2013,Jiangsu Province,3438129,570310,0.16587801
Taizhou City,321200,2014,Jiangsu Province,3712131,592193,0.15952912
Taizhou City,321200,2015,Jiangsu Province,4299000,689500,0.16038614
Taizhou City,321200,2016,Jiangsu Province,4489300,755900,0.16837814
Taizhou City,321200,2017,Jiangsu Province,4754870,765702,0.16103532
Taizhou City,321200,2018,Jiangsu Province,5323571,748948,0.14068527
Taizhou City,321200,2019,Jiangsu Province,5942400,758600,0.12765886
Taizhou City,321200,2020,Jiangsu Province,6275366,804043,0.12812687
Taizhou City,321200,2021,Jiangsu Province,6679036,861564,0.12899526
suqian city,321300,2003,Jiangsu Province,249124,61772,0.24795684
suqian city,321300,2004,Jiangsu Province,327057,67707,0.20701896
suqian city,321300,2005,Jiangsu Province,387049,101415,0.26202109
suqian city,321300,2006,Jiangsu Province,492028,115064,0.23385661
suqian city,321300,2007,Jiangsu Province,729343,209336,0.28701996
suqian city,321300,2008,Jiangsu Province,986176,227682,0.2308736
suqian city,321300,2009,Jiangsu Province,1300618,300100,0.23073647
suqian city,321300,2010,Jiangsu Province,1683627,401039,0.23819943
suqian city,321300,2011,Jiangsu Province,2212389,489322,0.22117358
suqian city,321300,2012,Jiangsu Province,2724023,634332,0.23286588
suqian city,321300,2013,Jiangsu Province,3111628,680666,0.21874916
suqian city,321300,2014,Jiangsu Province,3455899,775546,0.22441223
suqian city,321300,2015,Jiangsu Province,4057800,819600,0.20198137
suqian city,321300,2016,Jiangsu Province,4245700,692000,0.16298844
suqian city,321300,2017,Jiangsu Province,4241181,718379,0.16938183
suqian city,321300,2018,Jiangsu Province,4335422,757369,0.17469326
suqian city,321300,2019,Jiangsu Province,5057400,843300,0.16674576
suqian city,321300,2020,Jiangsu Province,5894420,969110,0.16441143
suqian city,321300,2021,Jiangsu Province,5847019,1038599,0.17762881
Hangzhou City,330100,2003,Zhejiang Province,1635948,245468,0.15004633
Hangzhou City,330100,2004,Zhejiang Province,1956282,307762,0.15731985
Hangzhou City,330100,2005,Zhejiang Province,2383344,363360,0.15245806
Hangzhou City,330100,2006,Zhejiang Province,2754809,422128,0.15323313
Hangzhou City,330100,2007,Zhejiang Province,3357153,627460,0.18690241
Hangzhou City,330100,2008,Zhejiang Province,4196674,742531,0.17693321
Hangzhou City,330100,2009,Zhejiang Province,4903983,862769,0.1759323
Hangzhou City,330100,2010,Zhejiang Province,6165836,1058828,0.17172497
Hangzhou City,330100,2011,Zhejiang Province,7475108,1320537,0.17665792
Hangzhou City,330100,2012,Zhejiang Province,7862800,1469766,0.18692654
Hangzhou City,330100,2013,Zhejiang Province,8557370,1624445,0.18982994
Hangzhou City,330100,2014,Zhejiang Province,9611771,1826924,0.19007153
Hangzhou City,330100,2015,Zhejiang Province,12054777,2234425,0.18535598
Hangzhou City,330100,2016,Zhejiang Province,14043065,2530114,0.18016822
Hangzhou City,330100,2017,Zhejiang Province,15409156,2792968,0.18125379
Hangzhou City,330100,2018,Zhejiang Province,17170834,3154350,0.18370395
Hangzhou City,330100,2019,Zhejiang Province,19528530,3635648,0.1861711
Hangzhou City,330100,2020,Zhejiang Province,20696554,4033432,0.19488423
Hangzhou City,330100,2021,Zhejiang Province,23920396,4662642,0.19492328
Ningbo City,330200,2003,Zhejiang Province,1802545,217807,0.12083304
Ningbo City,330200,2004,Zhejiang Province,2159499,261747,0.12120728
Ningbo City,330200,2005,Zhejiang Province,2647747,312652,0.11808228
Ningbo City,330200,2006,Zhejiang Province,2926969,369947,0.12639252
Ningbo City,330200,2007,Zhejiang Province,3710400,590599,0.15917394
Ningbo City,330200,2008,Zhejiang Province,4394083,671416,0.15280003
Ningbo City,330200,2009,Zhejiang Province,5060788,771087,0.15236501
Ningbo City,330200,2010,Zhejiang Province,6007447,892738,0.14860522
Ningbo City,330200,2011,Zhejiang Province,7507233,1176706,0.15674297
Ningbo City,330200,2012,Zhejiang Province,8284437,1417046,0.17104916
Ningbo City,330200,2013,Zhejiang Province,9398939,1484777,0.15797283
Ningbo City,330200,2014,Zhejiang Province,10008563,1596238,0.15948723
Ningbo City,330200,2015,Zhejiang Province,12526362,1906754,0.1522193
Ningbo City,330200,2016,Zhejiang Province,12892601,1983694,0.15386298
Ningbo City,330200,2017,Zhejiang Province,14106049,2146045,0.15213651
Ningbo City,330200,2018,Zhejiang Province,15941000,2235538,0.14023825
Ningbo City,330200,2019,Zhejiang Province,17678895,2514461,0.14222953
Ningbo City,330200,2020,Zhejiang Province,17420878,2695754,0.15474272
Ningbo City,330200,2021,Zhejiang Province,19444158,2844358,0.14628342
Wenzhou city,330300,2003,Zhejiang Province,742642,198755,0.26763232
Wenzhou city,330300,2004,Zhejiang Province,833064,238563,0.28636815
Wenzhou city,330300,2005,Zhejiang Province,933908,268430,0.2874266
Wenzhou city,330300,2006,Zhejiang Province,1436927,331191,0.23048561
Wenzhou city,330300,2007,Zhejiang Province,1769850,469567,0.26531457
Wenzhou city,330300,2008,Zhejiang Province,2096670,577431,0.27540385
Wenzhou city,330300,2009,Zhejiang Province,2515604,685935,0.27267209
Wenzhou city,330300,2010,Zhejiang Province,3107766,793395,0.25529432
Wenzhou city,330300,2011,Zhejiang Province,3704471,936174,0.25271463
Wenzhou city,330300,2012,Zhejiang Province,3877865,1036367,0.26725195
Wenzhou city,330300,2013,Zhejiang Province,4379565,1163545,0.26567593
Wenzhou city,330300,2014,Zhejiang Province,4889810,1249850,0.25560298
Wenzhou city,330300,2015,Zhejiang Province,5694294,1478788,0.25969646
Wenzhou city,330300,2016,Zhejiang Province,6667495,1624404,0.24363033
Wenzhou city,330300,2017,Zhejiang Province,7616108,1791419,0.2352145
Wenzhou city,330300,2018,Zhejiang Province,8741367,1889937,0.21620612
Wenzhou city,330300,2019,Zhejiang Province,10841222,2067136,0.19067371
Wenzhou city,330300,2020,Zhejiang Province,10271684,2206497,0.21481356
Wenzhou city,330300,2021,Zhejiang Province,10668151,2322735,0.21772611
Jiaxing City,330400,2003,Zhejiang Province,472366,104481,0.22118654
Jiaxing City,330400,2004,Zhejiang Province,597174,133220,0.22308406
Jiaxing City,330400,2005,Zhejiang Province,734502,159676,0.21739355
Jiaxing City,330400,2006,Zhejiang Province,863478,190224,0.22029976
Jiaxing City,330400,2007,Zhejiang Province,1074227,262182,0.24406573
Jiaxing City,330400,2008,Zhejiang Province,1359199,326028,0.23986775
Jiaxing City,330400,2009,Zhejiang Province,1611135,348888,0.21654796
Jiaxing City,330400,2010,Zhejiang Province,1990633,429316,0.21566808
Jiaxing City,330400,2011,Zhejiang Province,2406148,556019,0.23108263
Jiaxing City,330400,2012,Zhejiang Province,2607030,649278,0.24904892
Jiaxing City,330400,2013,Zhejiang Province,3033633,708107,0.23341881
Jiaxing City,330400,2014,Zhejiang Province,3349028,756642,0.22592884
Jiaxing City,330400,2015,Zhejiang Province,4241331,888079,0.20938686
Jiaxing City,330400,2016,Zhejiang Province,4421926,897234,0.2029057
Jiaxing City,330400,2017,Zhejiang Province,4947026,1020834,0.20635307
Jiaxing City,330400,2018,Zhejiang Province,5888689,1202026,0.20412455
Jiaxing City,330400,2019,Zhejiang Province,7668853,1310320,0.17086258
Jiaxing City,330400,2020,Zhejiang Province,7121830,1402850,0.19697887
